2026-02-09 10:01:58,r,黄金ETF,10.72,10.357,10.647,10.729,10.61,10.646,10.647,3670307手,391722万元,304,10.646,525,10.645,682,10.644,217,10.643,3747,10.642,179,10.647,971,10.648,1610,10.649,2302,10.65,2768,10.651,0.29,2.8%,HOLD
2026-02-09 10:02:00,r,黄金ETF,10.72,10.357,10.647,10.729,10.61,10.646,10.647,3670307手,391722万元,304,10.646,525,10.645,682,10.644,217,10.643,3747,10.642,179,10.647,971,10.648,1610,10.649,2302,10.65,2768,10.651,0.29,2.8%,HOLD
2026-02-09 10:02:01,r,黄金ETF,10.72,10.357,10.647,10.729,10.61,10.646,10.647,3670307手,391722万元,304,10.646,525,10.645,682,10.644,217,10.643,3747,10.642,179,10.647,971,10.648,1610,10.649,2302,10.65,2768,10.651,0.29,2.8%,HOLD
2026-02-09 10:02:02,r,黄金ETF,10.72,10.357,10.647,10.729,10.61,10.645,10.647,3671657手,391866万元,445,10.645,1291,10.644,1019,10.643,4447,10.642,1174,10.641,50,10.647,1744,10.648,2089,10.649,2302,10.65,2268,10.651,0.29,2.8%,HOLD
2026-02-09 10:02:03,r,黄金ETF,10.72,10.357,10.647,10.729,10.61,10.645,10.647,3671657手,391866万元,445,10.645,1291,10.644,1019,10.643,4447,10.642,1174,10.641,50,10.647,1744,10.648,2089,10.649,2302,10.65,2268,10.651,0.29,2.8%,HOLD
2026-02-09 10:02:04,r,黄金ETF,10.72,10.357,10.645,10.729,10.61,10.644,10.645,3680412手,392798万元,363,10.644,2143,10.643,1712,10.642,1825,10.641,4898,10.64,100,10.645,151,10.646,1853,10.647,2951,10.648,1599,10.649,0.29,2.78%,HOLD
2026-02-09 10:02:05,r,黄金ETF,10.72,10.357,10.645,10.729,10.61,10.644,10.645,3680412手,392798万元,363,10.644,2143,10.643,1712,10.642,1825,10.641,4898,10.64,100,10.645,151,10.646,1853,10.647,2951,10.648,1599,10.649,0.29,2.78%,HOLD
2026-02-09 10:02:06,r,黄金ETF,10.72,10.357,10.645,10.729,10.61,10.644,10.645,3680412手,392798万元,363,10.644,2143,10.643,1712,10.642,1825,10.641,4898,10.64,100,10.645,151,10.646,1853,10.647,2951,10.648,1599,10.649,0.29,2.78%,HOLD
2026-02-09 10:02:07,r,黄金ETF,10.72,10.357,10.646,10.729,10.61,10.645,10.646,3683213手,393096万元,387,10.645,99,10.644,941,10.643,1212,10.642,2337,10.641,1996,10.646,2175,10.647,2502,10.648,2049,10.649,4406,10.65,0.29,2.79%,HOLD
2026-02-09 10:02:08,r,黄金ETF,10.72,10.357,10.646,10.729,10.61,10.645,10.646,3683213手,393096万元,387,10.645,99,10.644,941,10.643,1212,10.642,2337,10.641,1996,10.646,2175,10.647,2502,10.648,2049,10.649,4406,10.65,0.29,2.79%,HOLD
2026-02-09 10:02:09,r,黄金ETF,10.72,10.357,10.646,10.729,10.61,10.645,10.646,3683213手,393096万元,387,10.645,99,10.644,941,10.643,1212,10.642,2337,10.641,1996,10.646,2175,10.647,2502,10.648,2049,10.649,4406,10.65,0.29,2.79%,HOLD
2026-02-09 10:02:10,r,黄金ETF,10.72,10.357,10.644,10.729,10.61,10.643,10.644,3685524手,393342万元,524,10.643,226,10.642,965,10.641,4597,10.64,2037,10.639,473,10.644,1611,10.645,1913,10.646,4154,10.647,4376,10.648,0.29,2.77%,HOLD
2026-02-09 10:02:11,r,黄金ETF,10.72,10.357,10.644,10.729,10.61,10.643,10.644,3685524手,393342万元,524,10.643,226,10.642,965,10.641,4597,10.64,2037,10.639,473,10.644,1611,10.645,1913,10.646,4154,10.647,4376,10.648,0.29,2.77%,HOLD
2026-02-09 10:02:13,r,黄金ETF,10.72,10.357,10.644,10.729,10.61,10.643,10.644,3685524手,393342万元,524,10.643,226,10.642,965,10.641,4597,10.64,2037,10.639,473,10.644,1611,10.645,1913,10.646,4154,10.647,4376,10.648,0.29,2.77%,HOLD
2026-02-09 10:02:14,r,黄金ETF,10.72,10.357,10.646,10.729,10.61,10.646,10.647,3689988手,393817万元,394,10.646,809,10.645,1452,10.644,686,10.643,1635,10.642,290,10.647,1320,10.648,1699,10.649,2486,10.65,1652,10.651,0.29,2.79%,HOLD
2026-02-09 10:02:15,r,黄金ETF,10.72,10.357,10.646,10.729,10.61,10.646,10.647,3689988手,393817万元,394,10.646,809,10.645,1452,10.644,686,10.643,1635,10.642,290,10.647,1320,10.648,1699,10.649,2486,10.65,1652,10.651,0.29,2.79%,HOLD
2026-02-09 10:02:16,r,黄金ETF,10.72,10.357,10.645,10.729,10.61,10.644,10.645,3691039手,393929万元,1327,10.644,600,10.643,529,10.642,2507,10.641,5163,10.64,135,10.645,1331,10.646,3246,10.647,2234,10.648,3824,10.649,0.29,2.78%,HOLD
2026-02-09 10:02:17,r,黄金ETF,10.72,10.357,10.645,10.729,10.61,10.644,10.645,3691039手,393929万元,1327,10.644,600,10.643,529,10.642,2507,10.641,5163,10.64,135,10.645,1331,10.646,3246,10.647,2234,10.648,3824,10.649,0.29,2.78%,HOLD
2026-02-09 10:02:18,r,黄金ETF,10.72,10.357,10.645,10.729,10.61,10.644,10.645,3691039手,393929万元,1327,10.644,600,10.643,529,10.642,2507,10.641,5163,10.64,135,10.645,1331,10.646,3246,10.647,2234,10.648,3824,10.649,0.29,2.78%,HOLD
2026-02-09 10:02:19,r,黄金ETF,10.72,10.357,10.642,10.729,10.61,10.64,10.642,3696196手,394478万元,3660,10.64,750,10.639,903,10.638,231,10.637,4602,10.636,90,10.642,1192,10.643,4078,10.644,1463,10.645,4185,10.646,0.29,2.75%,HOLD
2026-02-09 10:02:20,r,黄金ETF,10.72,10.357,10.642,10.729,10.61,10.64,10.642,3696196手,394478万元,3660,10.64,750,10.639,903,10.638,231,10.637,4602,10.636,90,10.642,1192,10.643,4078,10.644,1463,10.645,4185,10.646,0.29,2.75%,HOLD
2026-02-09 10:02:21,r,黄金ETF,10.72,10.357,10.643,10.729,10.61,10.642,10.643,3698599手,394734万元,639,10.642,3772,10.64,1649,10.639,1342,10.638,1381,10.637,1,10.643,1623,10.644,3006,10.645,3599,10.646,3372,10.647,0.29,2.76%,HOLD
2026-02-09 10:02:22,r,黄金ETF,10.72,10.357,10.643,10.729,10.61,10.642,10.643,3698599手,394734万元,639,10.642,3772,10.64,1649,10.639,1342,10.638,1381,10.637,1,10.643,1623,10.644,3006,10.645,3599,10.646,3372,10.647,0.29,2.76%,HOLD
2026-02-09 10:02:24,r,黄金ETF,10.72,10.357,10.643,10.729,10.61,10.642,10.643,3698599手,394734万元,639,10.642,3772,10.64,1649,10.639,1342,10.638,1381,10.637,1,10.643,1623,10.644,3006,10.645,3599,10.646,3372,10.647,0.29,2.76%,HOLD
2026-02-09 10:02:25,r,黄金ETF,10.72,10.357,10.643,10.729,10.61,10.642,10.643,3698599手,394734万元,639,10.642,3772,10.64,1649,10.639,1342,10.638,1381,10.637,1,10.643,1623,10.644,3006,10.645,3599,10.646,3372,10.647,0.29,2.76%,HOLD
2026-02-09 10:02:26,r,黄金ETF,10.72,10.357,10.64,10.729,10.61,10.639,10.64,3703775手,395284万元,767,10.639,444,10.638,481,10.637,3688,10.636,1530,10.635,655,10.64,1889,10.641,5411,10.642,3740,10.643,836,10.644,0.28,2.73%,HOLD
2026-02-09 10:02:27,r,黄金ETF,10.72,10.357,10.64,10.729,10.61,10.639,10.64,3703775手,395284万元,767,10.639,444,10.638,481,10.637,3688,10.636,1530,10.635,655,10.64,1889,10.641,5411,10.642,3740,10.643,836,10.644,0.28,2.73%,HOLD
2026-02-09 10:02:28,r,黄金ETF,10.72,10.357,10.64,10.729,10.61,10.639,10.64,3703775手,395284万元,767,10.639,444,10.638,481,10.637,3688,10.636,1530,10.635,655,10.64,1889,10.641,5411,10.642,3740,10.643,836,10.644,0.28,2.73%,HOLD
